MEDIDOR,mes,dia,año,periodo,importe ($),demanda (kw),consumo (kwh)
3001351,5,31,2025,1er semestre,1000,0,4000
18792324,5,31,2025,1er semestre,1500,35,6000
184586134,6,30,2025,1er semestre,2.38,0,0
170796743,6,30,2025,1er semestre,2888.57,72,10560
197059268,6,30,2025,1er semestre,2448.66,41,10720
163806535,6,30,2025,1er semestre,2805.86,72,10000
17846279,6,30,2025,1er semestre,43.2,1,240
78800436,6,30,2025,1er semestre,291.55,14,1280
3143290146,6,30,2025,1er semestre,11978.67,204,50400
3143240218,6,30,2025,1er semestre,15578.69,266,78750
3180050301,6,30,2025,1er semestre,56550.07,840,296100
14000987,6,30,2025,1er semestre,9541.18,214,32200
24990684,6,30,2025,1er semestre,3003.72,69,11400
627568,6,30,2025,1er semestre,0,0,140
15004519,6,30,2025,1er semestre,0,7,1360
14000888,6,30,2025,1er semestre,13363.63,248,54960
17790969,6,30,2025,1er semestre,6201.08,139,25040
1707900616,6,30,2025,1er semestre,4116.66,82,17440
13001019,6,30,2025,1er semestre,1755.61,40,6720
18792647,6,30,2025,1er semestre,4148.83,75,18000
23990876,6,30,2025,1er semestre,4029.62,75,16640
23992977,6,30,2025,1er semestre,3160.93,58,13440
17791239,6,30,2025,1er semestre,4449.06,72,21300
53064654,6,30,2025,1er semestre,259.59,17,1080
14000318,6,30,2025,1er semestre,3.22,0,0
5070182,6,30,2025,1er semestre,2.37,0,5
62086091,6,30,2025,1er semestre,1.18,0,6
5070181,6,30,2025,1er semestre,3.05,0,11
2309106513,6,30,2025,1er semestre,7.25,0,34
5070260,6,30,2025,1er semestre,25.59,0,158
5070259,6,30,2025,1er semestre,19.21,0,111
5070257,6,30,2025,1er semestre,20.38,0,118
5070258,6,30,2025,1er semestre,33.6,0,208
5070427,6,30,2025,1er semestre,19.14,0,113
5070425,6,30,2025,1er semestre,39.75,0,244
5070426,6,30,2025,1er semestre,36.2,0,229
5070428,6,30,2025,1er semestre,21.31,0,123
5073555,6,30,2025,1er semestre,13.07,0,76
5073556,6,30,2025,1er semestre,37.44,0,226
5073553,6,30,2025,1er semestre,9.47,0,50
14102718,6,30,2025,1er semestre,24.03,0,138
218400842,6,30,2025,1er semestre,56.31,2,328
1809126635,6,30,2025,1er semestre,8.02,0,39
14100720,6,30,2025,1er semestre,47.02,0,280
14100718,6,30,2025,1er semestre,56.22,0,329
23991862,6,30,2025,1er semestre,2133.18,34,9920
18790336,6,30,2025,1er semestre,2782.1,57,10720
23990650,6,30,2025,1er semestre,2596.45,44,11880
17791158,6,30,2025,1er semestre,4792.71,91,19520
13000875,6,30,2025,1er semestre,9080.46,156,39360
50001054,6,30,2025,1er semestre,1246.46,21,5760
3001351,6,30,2025,1er semestre,725,0,2900
18792324,6,30,2025,1er semestre,1100,30,4400
3143240198,6,30,2025,1er semestre,107571.06,1574,566680
3143290146,7,31,2025,1er semestre,13492.06,216,57600
3143240218,7,31,2025,1er semestre,16974.39,273,87500
3180050301,7,31,2025,1er semestre,62304.27,861,333900
3143240198,7,31,2025,1er semestre,111175.6,1550,594521
184586134,7,31,2025,1er semestre,2.02,1,0
170796743,7,31,2025,1er semestre,2765.67,62,10560
197059268,7,31,2025,1er semestre,2498.01,38,11280
163806535,7,31,2025,1er semestre,2740.08,69,9720
17846279,7,31,2025,1er semestre,36.05,2,200
78800436,7,31,2025,1er semestre,200.62,7,880
18790336,7,31,2025,1er semestre,2708.53,57,10080
23990650,7,31,2025,1er semestre,2471.61,45,10560
17791158,7,31,2025,1er semestre,4752.89,89,19360
13000875,7,31,2025,1er semestre,8805.71,151,37760
50001054,7,31,2025,1er semestre,1357.78,22,6300
3001351,7,31,2025,1er semestre,674.58,0,2700
18792324,7,31,2025,1er semestre,999.58,24,4000
14000987,7,31,2025,1er semestre,9185.99,74,47320
24990684,7,31,2025,1er semestre,2456.88,70,8080
627568,7,31,2025,1er semestre,0,0,135
15004519,7,31,2025,1er semestre,0,6,640
14000888,7,31,2025,1er semestre,12908.91,242,52800
17790969,7,31,2025,1er semestre,6123.22,139,23360
1707900616,7,31,2025,1er semestre,4288.28,91,17120
13001019,7,31,2025,1er semestre,1432.03,31,5760
18792647,7,31,2025,1er semestre,3801.48,75,15920
23990876,7,31,2025,1er semestre,3744.68,77,15360
17791239,7,31,2025,1er semestre,4813.7,71,21600
53064654,7,31,2025,1er semestre,270.67,4,1120
23992977,7,31,2025,1er semestre,3139.19,65,12880
14000318,7,31,2025,1er semestre,2.57,0,0
5070182,7,31,2025,1er semestre,2.56,0,2
62086091,7,31,2025,1er semestre,2.51,0,1
5070181,7,31,2025,1er semestre,2.6,0,0
2309106513,7,31,2025,1er semestre,5.88,0,28
5070260,7,31,2025,1er semestre,28.91,0,171
5070259,7,31,2025,1er semestre,22.74,0,132
5070257,7,31,2025,1er semestre,21.61,0,126
5070258,7,31,2025,1er semestre,28.25,0,167
5070427,7,31,2025,1er semestre,14.32,0,80
5070426,7,31,2025,1er semestre,36.11,0,213
5070428,7,31,2025,1er semestre,18.15,0,104
5070425,7,31,2025,1er semestre,41.02,0,241
5073555,7,31,2025,1er semestre,13.43,0,74
5073556,7,31,2025,1er semestre,24.25,0,141
5073553,7,31,2025,1er semestre,10.4,0,56
14102718,7,31,2025,1er semestre,25.37,0,145
218400842,7,31,2025,1er semestre,47.74,2,285
1809126635,7,31,2025,1er semestre,8.33,0,43
14100720,7,31,2025,1er semestre,45.97,0,270
14100718,7,31,2025,1er semestre,59.54,0,356
23991862,3,28,2024,1er semestre,1086.12,28.1,4160
23992977,9,28,2024,2do semestre,2789.07,56,13004
23992977,10,28,2024,2do semestre,2794.16,56,13040
23992977,11,28,2024,2do semestre,2094.13,56,9040
170796743,8,31,2025,2do semestre,2309.13,58,8240
197059268,8,31,2025,2do semestre,2292.67,38,10080
17846279,8,31,2025,2do semestre,36.2,2,200
78800436,8,31,2025,2do semestre,183.3,15,800
163806535,8,31,2025,2do semestre,2294.55,64,7440
184586134,8,31,2025,2do semestre,64.79,3,320
3180050301,8,31,2025,2do semestre,58021.5,903,300300
3143290146,8,31,2025,2do semestre,12275.02,200,52000
3143240218,8,31,2025,2do semestre,15420.19,263,77700
3143240198,8,31,2025,2do semestre,107965.93,1563,569842
14000987,8,31,2025,2do semestre,8741.11,214,27440
24990684,8,31,2025,2do semestre,4105.45,69,17720
627568,8,31,2025,2do semestre,0,0,0
15004519,8,31,2025,2do semestre,0,8,960
14000888,8,31,2025,2do semestre,10911.26,234,40800
17790969,8,31,2025,2do semestre,5448.23,139,18640
1707900616,8,31,2025,2do semestre,3267.67,78,11840
13001019,8,31,2025,2do semestre,1872.53,44,6880
18792647,8,31,2025,2do semestre,3536.87,75,12880
23990876,8,31,2025,2do semestre,3777.17,84,13760
23992977,8,21,2025,2do semestre,2540.98,65,8480
17791239,8,31,2025,2do semestre,4118.69,67,18000
53064654,8,31,2025,2do semestre,179.21,4,840
14000318,8,31,2025,2do semestre,2.96,0,0
5070182,8,31,2025,2do semestre,3.11,0,9
62086091,8,31,2025,2do semestre,3.29,0,11
5070181,8,31,2025,2do semestre,3.01,0,3
2309106513,8,31,2025,2do semestre,6.33,0,29
5070260,8,31,2025,2do semestre,33.05,0,191
5070259,8,31,2025,2do semestre,28.09,0,161
5070257,8,31,2025,2do semestre,14.29,0,77
5070258,8,31,2025,2do semestre,25.99,0,148
5070427,8,31,2025,2do semestre,11.46,0,60
5070425,8,31,2025,2do semestre,36.96,0,215
5070426,8,31,2025,2do semestre,37.78,0,220
5070428,8,31,2025,2do semestre,13.12,0,70
5073555,8,31,2025,2do semestre,13.12,0,70
5073556,8,31,2025,2do semestre,40.92,0,239
5073553,8,31,2025,2do semestre,10.8,0,56
14102718,8,31,2025,2do semestre,23.35,0,132
218400842,8,31,2025,2do semestre,41.51,1,261
1809126635,8,31,2025,2do semestre,8.53,0,42
14100720,8,31,2025,2do semestre,42.57,0,249
14100718,8,31,2025,2do semestre,84.95,0,288
23991862,8,31,2025,2do semestre,1831.94,34,7278
3001351,8,31,2025,2do semestre,875,0,3500
18790336,8,31,2025,2do semestre,2340.16,57,7200
23990650,8,31,2025,2do semestre,2166.33,39,9360
17791158,8,31,2025,2do semestre,4168.4,95,13920
13000875,8,31,2025,2do semestre,8376.2,159,33280
50001054,8,31,2025,2do semestre,1468.94,26,6420
18792324,8,31,2025,2do semestre,1400,38,5600
23991862,7,31,2025,1er semestre,,34,8082
69406118,7,31,2024,1er semestre,,2,150
69406118,8,31,2024,2do semestre,,2,150
3143290146,9,30,2025,2do semestre,12000.98,200,50800
3143240218,9,30,2025,2do semestre,16380.35,277,83300
3143240198,9,30,2025,2do semestre,107890.65,1550,573300
3180050301,9,30,2025,2do semestre,60924.04,903,321300
170796743,9,30,2025,2do semestre,2761.19,58,10880
197059268,9,30,2025,2do semestre,2469.78,40,10920
17846279,9,30,2025,2do semestre,50.37,1,280
78800436,9,30,2025,2do semestre,148.32,13,720
184586134,9,30,2025,2do semestre,35.94,2,200
163806535,9,30,2025,2do semestre,2084.48,69,10080
14000987,9,30,2025,2do semestre,11822.45,214,45500
24990684,9,30,2025,2do semestre,3413.57,69,13620
627568,9,30,2025,2do semestre,0,0,73
15004519,9,30,2025,2do semestre,0,6,800
14000888,9,30,2025,2do semestre,14199.64,263,55920
17790969,9,30,2025,2do semestre,6022.02,138,22000
1707900616,9,30,2025,2do semestre,4125.05,79,16800
13001019,9,30,2025,2do semestre,2109.19,58,6880
1809126635,9,30,2025,2do semestre,5.88,0,29
18792647,9,30,2025,2do semestre,3729.63,75,14720
23990876,9,30,2025,2do semestre,3960.36,84,15040
23992977,9,30,2025,2do semestre,3354.84,64,13440
17791239,9,30,2025,2do semestre,4500.08,68,19800
14000318,9,30,2025,2do semestre,2.45,0,0
5070182,9,30,2025,2do semestre,2.69,0,9
62086091,9,30,2025,2do semestre,2.58,0,9
5070181,9,30,2025,2do semestre,2.48,0,2
2309106513,9,30,2025,2do semestre,6.37,0,32
5070260,9,30,2025,2do semestre,35.88,0,210
5070259,9,30,2025,2do semestre,30.08,0,175
5070257,9,30,2025,2do semestre,22.99,0,132
5070258,9,30,2025,2do semestre,38.84,0,228
5070427,9,30,2025,2do semestre,15.5,0,86
5070425,9,30,2025,2do semestre,46.38,0,273
5070426,9,30,2025,2do semestre,38.84,0,227
5070428,9,30,2025,2do semestre,25.63,0,148
5073555,9,30,2025,2do semestre,14.23,0,79
5073556,9,30,2025,2do semestre,24.16,0,138
5073553,9,30,2025,2do semestre,10.19,0,55
14102718,9,30,2025,2do semestre,31.08,0,181
218400842,9,30,2025,2do semestre,64.55,1,373
14100720,9,30,2025,2do semestre,40.93,0,239
14100718,9,30,2025,2do semestre,61.17,0,357
23991862,9,30,2025,2do semestre,1973.74,33,8320
18790336,9,30,2025,2do semestre,2624.81,56,9520
23990650,9,30,2025,2do semestre,1931.94,35,8400
17791158,9,30,2025,2do semestre,4213.26,81,16800
13000875,9,30,2025,2do semestre,8015.85,139,34560
50001054,9,30,2025,2do semestre,1378.73,22,6360
3001351,9,30,2025,2do semestre,1149.57,0,4600
18792324,9,30,2025,2do semestre,1674.57,42,6700
53064654,9,30,2025,2do semestre,244.8,0,1035
3180050301,10,31,2025,2do semestre,63050.53,882,336000
3143240198,10,31,2025,2do semestre,114035.29,1530,613598
3143290146,10,31,2025,2do semestre,12741.03,212,53600
3143240218,10,31,2025,2do semestre,16335.37,266,86650
17846279,10,31,2025,2do semestre,43.06,2,240
78800436,10,31,2025,2do semestre,146.42,13,720
184586134,10,31,2025,2do semestre,43.05,2,240
170796743,10,31,2025,2do semestre,2842.74,61,11120
197059268,10,31,2025,2do semestre,2580.26,38,11760
163806535,10,31,2025,2do semestre,2922.72,65,11120
14000987,10,31,2025,2do semestre,11083,195,42980
24990684,10,31,2025,2do semestre,3107.87,56,12960
627568,10,31,2025,2do semestre,0,0,75
15004519,10,31,2025,2do semestre,0,6,880
14000888,10,31,2025,2do semestre,13388.66,248,52800
17790969,10,31,2025,2do semestre,5840.65,138,20720
24980011,10,31,2025,2do semestre,3700.62,70,15040
13001019,10,31,2025,2do semestre,2118.34,49,7840
18792647,10,31,2025,2do semestre,3629.52,75,14160
23990876,10,31,2025,2do semestre,4602.29,84,18720
23992977,10,31,2025,2do semestre,3491.23,65,14080
17791239,10,31,2025,2do semestre,4549.82,68,19800
53064654,10,31,2025,2do semestre,341.86,4,1325
14000318,10,31,2025,2do semestre,2.53,0,0
5070182,10,31,2025,2do semestre,2.91,0,2
62086091,10,31,2025,2do semestre,3.35,0,14
5070181,10,31,2025,2do semestre,2.55,0,2
2309106513,10,31,2025,2do semestre,6.31,0,31
5070260,10,31,2025,2do semestre,31.23,0,180
5070259,10,31,2025,2do semestre,28.8,0,166
5070257,10,31,2025,2do semestre,16.29,0,90
5070258,10,31,2025,2do semestre,31.76,0,183
5070427,10,31,2025,2do semestre,15.98,0,88
5070425,10,31,2025,2do semestre,17.16,0,243
5070426,10,31,2025,2do semestre,34.83,0,201
5070428,10,31,2025,2do semestre,22.93,0,130
5073555,10,31,2025,2do semestre,13.55,0,74
5073556,10,31,2025,2do semestre,26.57,0,152
5073553,10,31,2025,2do semestre,9.23,0,48
14102718,10,31,2025,2do semestre,28.15,0,162
218400842,10,31,2025,2do semestre,54.35,1,320
1809126635,10,31,2025,2do semestre,5.67,0,27
14100720,10,31,2025,2do semestre,40.34,0,233
14100718,10,31,2025,2do semestre,58.31,0,350
23991862,10,31,2025,2do semestre,2069.76,33,8960
18790336,10,31,2025,2do semestre,2720.98,56,10160
23990650,10,31,2025,2do semestre,2017.84,35,8760
17791158,10,31,2025,2do semestre,4442.01,84,17920
13000875,10,31,2025,2do semestre,8412.63,148,35360
50001054,10,31,2025,2do semestre,1395.52,22,6600
3001351,10,31,2025,2do semestre,1374.65,0,5500
18792324,10,31,2025,2do semestre,1849.65,37,7400
184586134,11,30,2025,2do semestre,43.18,2,240
170796743,11,30,2025,2do semestre,2291.58,66,7280
197059268,11,30,2025,2do semestre,1949.64,33,8480
163806535,11,30,2025,2do semestre,2361.74,61,8200
17846279,11,30,2025,2do semestre,29.03,2,160
78800436,11,30,2025,2do semestre,114.45,13,560
3143290146,11,30,2025,2do semestre,10688.55,192,44000
3143240218,11,30,2025,2do semestre,14394.16,273,70350
3143240198,11,30,2025,2do semestre,93980.83,1539,481236
3180050301,11,30,2025,2do semestre,52343.83,966,258300
18790336,11,30,2025,2do semestre,2701.96,56,9520
23990650,11,30,2025,2do semestre,1819.42,35,6840
17791158,11,30,2025,2do semestre,4204.33,82,16480
13000875,11,30,2025,2do semestre,7813.27,146,30720
50001054,11,30,2025,2do semestre,1230.02,23,4860
3001351,11,30,2025,2do semestre,1374.66,0,5500
18792324,11,30,2025,2do semestre,1824.66,49,7300
14000987,11,30,2025,2do semestre,8850.76,185,33600
24990684,11,30,2025,2do semestre,3359.43,65,14445
627568,11,30,2025,2do semestre,0,0,66
15004519,11,30,2025,2do semestre,0,7,720
14000888,11,30,2025,2do semestre,10441.21,214,42000
17790969,11,30,2025,2do semestre,5120.24,138,17440
24980011,11,30,2025,2do semestre,3103.72,72,12000
13001019,11,30,2025,2do semestre,1785.81,40,7040
18792647,11,30,2025,2do semestre,2985.23,75,11040
23990876,11,30,2025,2do semestre,3546.85,84,13600
23992977,11,30,2025,2do semestre,2764.43,64,10720
17791239,11,30,2025,2do semestre,2911.59,9,17100
53064654,11,30,2025,2do semestre,228.38,4,1000
14000318,11,30,2025,2do semestre,2.54,0,0
5070182,11,30,2025,2do semestre,2.61,0,10
62086091,11,30,2025,2do semestre,4.54,0,22
5070181,11,30,2025,2do semestre,2.54,0,1
2309106513,11,30,2025,2do semestre,6.26,0,32
5070260,11,30,2025,2do semestre,26.57,0,159
5070259,11,30,2025,2do semestre,23.2,0,138
5070257,11,30,2025,2do semestre,9.63,0,52
5070258,11,30,2025,2do semestre,26.08,0,155
5070427,11,30,2025,2do semestre,12,0,67
5070425,11,30,2025,2do semestre,39.41,0,239
5070426,11,30,2025,2do semestre,34.77,0,210
5070428,11,30,2025,2do semestre,14.42,0,82
5073555,11,30,2025,2do semestre,14.43,0,83
5073556,11,30,2025,2do semestre,25.84,0,153
5073553,11,30,2025,2do semestre,12.3,0,70
14102718,11,30,2025,2do semestre,26.7,0,160
218400842,11,30,2025,2do semestre,47.69,1,290
1809126635,11,30,2025,2do semestre,5.47,0,27
14100720,11,30,2025,2do semestre,34.81,0,209
14100718,11,30,2025,2do semestre,53.74,0,333
23991862,11,30,2025,2do semestre,1667.03,33,7040
184586134,12,31,2025,2do semestre,50.21,2,280
170796743,12,31,2025,2do semestre,1762.41,49,5760
197059268,12,31,2025,2do semestre,1688.7,30,7200
163806535,12,31,2025,2do semestre,1759.22,50,5640
17846279,12,31,2025,2do semestre,21.9,2,120
78800436,12,31,2025,2do semestre,146.79,13,720
3143290146,12,31,2025,2do semestre,9305.93,176,37600
3143240218,12,31,2025,2do semestre,11706.63,259,53900
3143240198,12,31,2025,2do semestre,80817.28,1365,410013
3180050301,12,31,2025,2do semestre,44933.19,819,222600
18790336,12,31,2025,2do semestre,2484.09,57,7760
23990650,12,31,2025,2do semestre,2726.34,45,11640
17791158,12,31,2025,2do semestre,4024.65,88,13920
13000875,12,31,2025,2do semestre,8019.1,139,32800
50001054,12,31,2025,2do semestre,1388.91,23,5940
3001351,12,31,2025,2do semestre,1174.93,0,4700
18792324,12,31,2025,2do semestre,1474.93,32,5900
14000987,12,31,2025,2do semestre,9412.98,185,35700
627568,12,31,2025,2do semestre,0,0,135
15004519,12,13,2025,2do semestre,0,6,560
14000888,12,31,2025,2do semestre,10551.67,233,40080
17790969,12,31,2025,2do semestre,4447.83,139,13120
24980011,12,31,2025,2do semestre,2570.62,71,8640
13001019,12,31,2025,2do semestre,1767.22,40,6880
18792647,12,31,2025,2do semestre,3271.85,75,11920
23990876,12,31,2025,2do semestre,3610.17,84,12960
23992977,12,31,2025,2do semestre,2830.17,65,10320
17791239,12,31,2025,2do semestre,3675.75,69,15000
53064654,12,31,2025,2do semestre,192.92,4,830
14000318,12,31,2025,2do semestre,2.06,0,0
5070182,12,31,2025,2do semestre,3.67,0,19
62086091,12,31,2025,2do semestre,5.14,0,28
5070181,12,31,2025,2do semestre,3.67,0,19
2309106513,12,31,2025,2do semestre,8.02,0,45
5070260,12,31,2025,2do semestre,26.35,0,156
5070259,12,31,2025,2do semestre,20.31,0,119
5070257,12,31,2025,2do semestre,2.5,0,6
5070258,12,31,2025,2do semestre,32.37,0,194
5070427,12,31,2025,2do semestre,12.49,0,72
5070425,12,31,2025,2do semestre,33.3,0,198
5070426,12,31,2025,2do semestre,32.76,0,195
5070428,12,31,2025,2do semestre,6.77,0,36
5073555,12,31,2025,2do semestre,15.25,0,89
5073556,12,31,2025,2do semestre,22.74,0,133
5073553,12,31,2025,2do semestre,17.7,0,105
14102718,12,31,2025,2do semestre,14.87,0,85
218400842,12,31,2025,2do semestre,52.25,1,318
1809126635,12,31,2025,2do semestre,5.11,0,27
14100720,12,31,2025,2do semestre,30.7,0,181
14100718,12,31,2025,2do semestre,47.55,0,285
23991862,12,31,2025,2do semestre,1752.39,34,7360
78800436,1,31,2026,Verano,84.04,8,400
17846279,1,31,2026,Verano,36.75,2,200
184586134,1,31,2026,Verano,51.28,2,280
170796743,1,31,2026,Verano,1774.61,44,6320
197059268,1,31,2026,Verano,1996.08,34,8480
163806535,1,31,2026,Verano,1491.2,32,5720
3143240198,1,31,2026,Verano,94332.41,1342,483517
3180050301,1,31,2026,Verano,51093.11,798,256200
3143290146,1,31,2026,Verano,12260.19,196,51600
3143240218,1,31,2026,Verano,14895.42,270,71750
24990684,12,31,2025,2do semestre,1494.61,42,4935
14000987,1,31,2026,Verano,5032.45,112,15960
24990684,1,31,2026,Verano,2305.74,42,9540
627568,1,31,2026,Verano,0,0,72
15004519,1,31,2026,Verano,0,7,560
14000888,1,31,2026,Verano,8315.08,198,28320
17790969,1,31,2026,Verano,4312.21,139,10800
24980011,1,31,2026,Verano,2185.7,57,7040
13001019,1,31,2026,Verano,1524.77,42,4640
18792647,1,31,2026,Verano,2253.55,75,4960
23990876,1,31,2026,Verano,2844.96,84,7520
23992977,1,31,2026,Verano,1904.84,65,3920
17791239,1,31,2026,Verano,3927.73,78,15000
53064654,1,31,2026,Verano,130.12,4,640
14000318,1,31,2026,Verano,3.19,0,0
5070182,1,31,2026,Verano,3.19,0,0
62086091,1,31,2026,Verano,3.2,0,2
5070181,1,31,2026,Verano,3.16,0,0
2309106513,1,31,2026,Verano,6,0,27
5070260,1,31,2026,Verano,26.07,150,0
5070259,1,31,2026,Verano,9.59,0,49
5070257,1,31,2026,Verano,9.75,0,50
5070258,1,31,2026,Verano,17.81,0,98
5070427,1,31,2026,Verano,9.1,0,46
5070425,1,31,2026,Verano,31.65,0,181
5070426,1,31,2026,Verano,33.36,0,192
5070428,1,31,2026,Verano,6.44,0,28
5073555,1,31,2026,Verano,17.09,0,94
5073556,1,31,2026,Verano,11.32,0,58
5073553,1,31,2026,Verano,19.81,0,111
14102718,1,31,2026,Verano,13.52,0,71
218400842,1,31,2026,Verano,39.04,1,225
1809126635,1,31,2026,Verano,4.92,0,20
14100720,1,31,2026,Verano,32.4,0,186
14100718,1,31,2026,Verano,33.94,0,194
23991862,1,31,2026,Verano,1241.74,34,3520
18790336,1,31,2026,Verano,1869.35,57,3200
23990650,1,31,2026,Verano,1350.29,32,4080
17791158,1,31,2026,Verano,2418.7,63,6240
13000875,1,31,2026,Verano,4432.06,99,14400
50001054,1,31,2026,Verano,881.8,16,3600
3001351,1,31,2026,Verano,725,0,2900
18792324,1,31,2026,Verano,975,32,3900
3143290146,2,28,2026,Verano,11054.18,196,44400
3143240218,2,28,2026,Verano,13712,273,63000
3143240198,2,28,2026,Verano,90314.99,1367,449129
3180050301,2,28,2026,Verano,42647.29,861,195300
17846279,2,28,2026,Verano,44.59,2,200
78800436,2,28,2026,Verano,119.68,10,560
184586134,2,28,2026,Verano,37.28,1,200
170796743,2,28,2026,Verano,1623.78,36,6080
197059268,2,28,2026,Verano,1781.92,32,7320
163806535,2,28,2026,Verano,1584.39,38,5680
14000987,2,28,2026,Verano,7342.49,145,25060
24990684,2,28,2026,Verano,1689.05,0,10320
627568,2,28,2026,Verano,0,0,69
15004519,2,28,2026,Verano,0,6,720
14000888,2,28,2026,Verano,11201.73,222,41280
17790969,2,28,2026,Verano,5014.8,139,14720
24980011,2,28,2026,Verano,3181.7,68,11680
13001019,2,28,2026,Verano,2155.27,47,7840
18792647,2,28,2026,Verano,2779.24,75,8480
23990876,2,28,2026,Verano,3397.31,84,11200
23992977,2,28,2026,Verano,2854.82,65,10080
17791239,2,28,2026,Verano,2942.86,20,15527
53064654,2,28,2026,Verano,203.94,4,880
14000318,2,28,2026,Verano,3.16,0,0
5070182,2,28,2026,Verano,3.25,0,10
62086091,2,28,2026,Verano,3.18,0,2
5070181,2,28,2026,Verano,3.19,0,3
2309106513,2,28,2026,Verano,5.74,0,25
5070260,2,28,2026,Verano,27.16,0,154
5070259,2,28,2026,Verano,28.32,0,161
5070257,2,28,2026,Verano,3.16,0,0
5070258,2,28,2026,Verano,22.67,0,127
5070427,2,28,2026,Verano,13.22,0,70
5070425,2,28,2026,Verano,31.65,0,181
5070426,2,28,2026,Verano,31.97,0,183
5070428,2,28,2026,Verano,14.04,0,75
5073555,2,28,2026,Verano,16.37,0,89
5073556,2,28,2026,Verano,13.54,0,72
5073553,2,28,2026,Verano,16.7,0,91
14102718,2,28,2026,Verano,16.69,0,109
218400842,2,28,2026,Verano,47.91,1,279
1809126635,2,28,2026,Verano,4.58,0,18
14100720,2,28,2026,Verano,28.15,0,160
14100718,2,28,2026,Verano,43.59,0,253
23991862,2,28,2026,Verano,1679.4,34,6400
18790336,2,28,2026,Verano,2265.14,57,6080
23990650,2,28,2026,Verano,1969.55,35,8040
17791158,2,28,2026,Verano,4059,78,15200
13000875,2,28,2026,Verano,7202.71,126,28800
50001054,2,28,2026,Verano,1271.67,23,5100
3001351,2,28,2026,Verano,900,0,3600
18792324,2,28,2026,Verano,1325,34,5300
3143240218,3,31,2026,1er semestre,16008.23,277,75600
3180050301,3,31,2026,1er semestre,49600.04,735,243600
3143240198,3,31,2026,1er semestre,116181.48,1633,577890
3143290146,3,31,2026,1er semestre,13323.63,212,54400
197059268,3,31,2026,1er semestre,2264.85,37,9480
163806535,3,31,2026,1er semestre,2297.88,64,7160
170796743,3,31,2026,1er semestre,2095.85,53,7200
184586134,3,31,2026,1er semestre,45.35,2,240
78800436,3,31,2026,1er semestre,103.11,11,480
17846279,3,31,2026,1er semestre,15.8,16,160
18790336,3,31,2026,1er semestre,2088.07,57,4560
23990650,3,31,2026,1er semestre,2025.17,38,7560
17791158,3,31,2026,1er semestre,3386.86,75,10560
13000875,3,31,2026,1er semestre,7010.41,123,26880
50001054,3,31,2026,1er semestre,1242.1,21,5040
3001351,3,31,2026,1er semestre,775,0,3100
18792324,3,31,2026,1er semestre,1225,33,4900
269920326,3,31,2026,1er semestre,361,18,1360
258600637,3,31,2026,1er semestre,28.5,0,30
14000987,3,31,2026,1er semestre,7498.6,147,25200
24990684,3,31,2026,1er semestre,2220.66,41,8734
627568,3,31,2026,1er semestre,0,0,64
15004519,3,31,2026,1er semestre,0,5,560
14000888,3,31,2026,1er semestre,12721.41,267,44160
17790969,3,31,2026,1er semestre,5697.95,139,18320
24980011,3,31,2026,1er semestre,3533.84,81,12000
13001019,3,31,2026,1er semestre,2249.83,52,7680
18792647,3,31,2026,1er semestre,2556.81,75,6960
23990876,3,31,2026,1er semestre,3243.98,84,10080
23992977,3,31,2026,1er semestre,2597.69,65,8320
17791239,3,31,2026,1er semestre,7523.25,98,33073
53064654,3,31,2026,1er semestre,218.98,4,920
14000318,3,31,2026,1er semestre,2.63,0,0
5070182,3,31,2026,1er semestre,3.94,0,17
62086091,3,31,2026,1er semestre,2.92,0,11
5070181,3,31,2026,1er semestre,6.02,0,29
2309106513,3,31,2026,1er semestre,5.94,0,28
5070260,3,31,2026,1er semestre,32.2,0,179
5070259,3,31,2026,1er semestre,14.98,0,78
5070257,3,31,2026,1er semestre,3.2,0,1
5070258,3,31,2026,1er semestre,26.37,0,147
5070427,3,31,2026,1er semestre,15.98,0,86
5070425,3,31,2026,1er semestre,27.1,0,154
5070426,3,31,2026,1er semestre,29.46,0,168
5070428,3,31,2026,1er semestre,16.45,0,91
5073555,3,31,2026,1er semestre,26.42,0,150
5073556,3,31,2026,1er semestre,19.5,0,109
5073553,3,31,2026,1er semestre,17.3,0,96
14102718,3,31,2026,1er semestre,23.55,0,133
218400842,3,31,2026,1er semestre,51.62,1,299
1809126635,3,31,2026,1er semestre,5.12,0,24
14100720,3,31,2026,1er semestre,36.74,0,211
14100718,3,31,2026,1er semestre,47.06,0,272
23991862,3,31,2026,1er semestre,1329.53,34,4160
17846279,4,30,2026,1er semestre,38.46,2,200
78800436,4,30,2026,1er semestre,334.16,18,1360
184586134,4,30,2026,1er semestre,53.59,3,280
170796743,4,30,2026,1er semestre,2928.9,60,11040
197059268,4,30,2026,1er semestre,2756.17,40,11720
163806535,4,30,2026,1er semestre,3326.59,74,12040
3143240198,4,30,2026,1er semestre,123859.2,1717,606145
3180050301,4,30,2026,1er semestre,60775.77,945,289800
3143290146,4,30,2026,1er semestre,14080.32,220,56800
3143240218,4,30,2026,1er semestre,16514.72,294,75950
18790336,4,30,2026,1er semestre,2892.95,59,9680
23990650,4,30,2026,1er semestre,2594.77,48,9480
17791158,4,30,2026,1er semestre,5351.17,108,17760
13000875,4,30,2026,1er semestre,7420.89,161,22560
50001054,4,30,2026,1er semestre,1364.61,22,5580
